"1055","C50T Boulevard Classic"
"1056","C55 Amg"
"1057","C5500 Kodiak"
"1058","C5500 Topkick"
"1059","C600 Sport"
"1060","C63 Amg"
"1061","C6500 Kodiak"
"1062","C6500 Topkick"
"1063","C650Gt"
"1064","C70"
"1065","C7500 Kodiak"
"1066","C7500 Topkick"
"1067","C8"
"1068","C8 Double 12 S"
"1069","C8 Laviolette"
"1070","C8 Spyder"
"1071","C8 Spyder Wide Body"
"1072","C90 Boulevard"
"1073","C90 Boulevard B.O.S.S."
"1074","C90B Boulevard"
"1075","C90T Boulevard"
"1076","Cabrio"
"1077","Cabriolet"
"1078","Cabstar"
"1079","Cabstar E"
"1080","Caddy"
"1081","Cadenza"
"1082","Caliber"
"1083","California"
"1084","California 1400 Custom"
"1085","California 1400 Touring"
"1086","California 90"
"1087","California Black Eagle"
"1088","California Classic Touring"
"1089","California Ev"
"1090","California Jackel"
"1091","California Special"
"1092","California Stone"
"1093","California Stone Metal"
"1094","California Stone Touring"
"1095","California Vintage"
"1096","Camaro"
"1097","Camiones"
"1098","Camry"
"1099","Camry Hybrid"
"1100","Camry Solara"
"1101","Cannibal 440"
"1102","Canter Fe125"
"1103","Canter Fe160"
"1104","Canter Fe180"
"1105","Canter Fg4X4"
"1106","Canyon"
"1107","Caponord 1200"
"1108","Capri"
"1109","Caprice"
"1110","Caprice Classic"
"1111","Captiva Sport"
"1112","Caravan"
"1113","Carens"
"1114","Carrera Gt"
"1115","Cascadia"
"1116","Catera"
"1117","Cavalier"
"1118","Cayenne"
"1119","Cayman"
"1120","Cayman Lc"
"1121","Cb1000R"
"1122","Cb1100"
"1123","Cb1100 Abs"
"1124","Cb1100 Dlx"
"1125","Cb250 Nighthawk"
"1126","Cb500F"
"1127","Cb500F Abs"
"1128","Cb500X"
"1129","Cb500X Abs"
"1130","Cb50R Dream 50"
"1131","Cb600F 599"
"1132","Cb750 Nighthawk"
"1133","Cb900F 919"
"1134","Cbf1000A"
"1135","Cbr1000Rr"
"1136","Cbr1000Rr Abs"
"1137","Cbr1000Rr Sp"
"1138","Cbr1100Xx Super Blackbird"
"1139","Cbr250R"
"1140","Cbr250R Abs"
"1141","Cbr500R"
"1142","Cbr500R Abs"
"1143","Cbr600F F4I"
"1144","Cbr600Rr"
"1145","Cbr600Rr Abs"
"1146","Cbr650F"
"1147","Cbr650F Abs"
"1148","Cbr929Rr"
"1149","Cbr954Rr"
"1150","Cc"
"1152","Ce School Bus"
"1153","Celica"
"1154","Centurion"
"1155","Century"
"1156","Century Class"
"1157","Cf500"
"1158","Cf600"
"1159","Cfr 1000"
